ProductNumber	ProductDescription	Line	ProdId	Revenue	MarginPct	ListPrice	Cost	Volume	Products
12104	52 Inch Canfield Patio Fan	Builder Fans	7361	215268.96	0.773386373626171	564.195875324942	127.854473292542	2712	1
12367	52 Inch Sutter Place Premier F	Builder Fans	1569	152664.59	0.740170937813602	492.071488141771	127.854473292542	4538	1
12071	52 Inch Corinth Fan	Decorative Fans	14034	84828.33	0.815153601658465	806.959472908025	149.163552174632	248	1
12099	54 Inch Seaside Fan	Decorative Fans	9667	73729.84	0.82895205223781	905.597605234158	154.900611873656	9292	1
12366	52 Inch Sutter Place Premier F	Builder Fans	2031	57122.35	0.773386373626171	564.195875324942	127.854473292542	397	1
12339	52 Inch Stratmoor Fan	Builder Fans	1032	57111.09	0.773386373626171	564.195875324942	127.854473292542	1128	1
11956	52 Inch Structures Fan	Decorative Fans	17535	51901.3	0.786745753412969	699.46345529751	149.163552174632	166	1
15322	52 Inch Dorset Fan	Decorative Fans	4749	48915.46	0.810314572030377	786.373280073576	149.163552174632	564	1
413SNBU	42 Inch Kichler Basics Premier	NULL	974	46438.04	0.598358075103553	142.840160436525	57.3705969902431	1079	1
15362	52 Inch Walker fan	Decorative Fans	17353	31271.39	0.809644553845984	783.605382395753	149.163552174632	398	1
12052	52 Inch Dorset II Fan	Decorative Fans	13214	27784.52	0.776100790827801	666.208481602593	149.163552174632	102	1
15373	52 Inch Monarch II Patio Fan	Builder Fans	10916	23853.48	0.787646077170979	602.081994009055	127.854473292542	166	1
15345	52 Inch Canfield Fan	Builder Fans	10004	20422.59	0.800872976020581	642.074946621793	127.854473292542	556	1
11957	56 Inch High Country Fan	Decorative Fans	13834	18869.89	0.838912413396622	997.207016132129	160.637671572681	57	1
11989	70 inch Monarch Fan	Decorative Fans	17944	18755.05	0.894954872163171	1911.53167786857	200.797089465851	139	1
15357	52 Inch Botella Fan	Decorative Fans	19043	18439.2	0.809644553845984	783.605382395753	149.163552174632	156	1
300115MCO	52 Inch Heather Fan	NULL	14793	18380.07	0.797382453652058	350.56323709658	71.030262940301	112	1
12073	52 Inch Lacey Fan	Decorative Fans	6848	17452.85	0.809644553845984	783.605382395753	149.163552174632	44	1
15444	52 Inch Monarch II Fan	Builder Fans	6648	17224.83	0.773386373626171	564.195875324942	127.854473292542	147	1
15442	52 Inch Saxon Fan	Builder Fans	2602	16521.54	0.76439719443011	542.669570437754	127.854473292542	230	1
15335	70 Inch Monarch Fan	Decorative Fans	375	16230.9	0.90264607882926	2062.54752814416	200.797089465851	1951	1
12075	52 Inch Leeds Fan	Decorative Fans	18786	16140	0.810329791111082	786.436378429841	149.163552174632	1200	1
11976	52 Inch Kittery Point Fan	Decorative Fans	2621	13579.44	0.799546568107886	744.130697921466	149.163552174632	7800	1
11969	56 Inch Hatteras Bay Fan	Decorative Fans	18152	12915.48	0.840910162747526	1009.72930984743	160.637671572681	180	1
12077	52 Inch Leeds Fan	Decorative Fans	12159	12706.42	0.787814218045862	702.985613837559	149.163552174632	71	1
15454	52 Inch Sterling Manor Select	Builder Fans	11317	11931.88	0.778306022164157	576.716041367682	127.854473292542	54	1
300121SBK	46 Inch Eva Fan	NULL	5059	11696.03	0.704417777067144	212.57862785794	62.8344633702663	149	1
15365	52 Inch Fitch Fan	Decorative Fans	16997	11677.07	0.918089247198886	867.166525898845	71.030262940301	26	1
11971	56 Inch Hatteras Bay Fan	Decorative Fans	6837	11648.46	0.847164510035285	1051.04954097878	160.637671572681	121	1
15354	52 Inch Kemble Fan	Decorative Fans	3044	11327.25	0.799908373150853	745.476232681586	149.163552174632	38	1
12019	54 Inch Cadence Fan	Decorative Fans	18854	10864.23	0.82348383868297	877.543510565294	154.900611873656	95	1
12370	52 Inch Saxon Premier Fan	Builder Fans	2800	10623.85	0.776504715873939	572.067879608709	127.854473292542	485	1
